Company,Project,Task,Status,Task Owner,Due Date,
MB,Ongoing Paid Media Mgmt,"Weekly AdWords Account Optimization",Complete,Nina Martinez,2013-07-18,
MB,Ongoing Paid Media Mgmt,"Weekly AdWords Account Optimization",Complete,Nina Martinez,2013-07-25,
MB,Ongoing Paid Media Mgmt,"Weekly AdWords Account Optimization",Complete,Nina Martinez,2013-08-01,
MB,Ongoing Paid Media Mgmt,"Weekly AdWords Account Optimization",Complete,Nina Martinez,2013-08-08,
MB,Ongoing Paid Media Mgmt,"Weekly AdWords Account Optimization",Not Complete,Nina Martinez,2013-08-15,
MB,Ongoing Paid Media Mgmt,"Launch new Facebook ads per emails",Complete,Evan Levy,2013-08-07,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-06-12,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-06-18,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-06-25,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-07-02,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-07-09,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-07-16,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-07-23,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-07-30,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Complete,Nina Martinez,2013-08-06,
MB,Ongoing Paid Media Mgmt,"Run Weekly Report and post to Box",Not Complete,Nina Martinez,2013-08-13,
MB,Ongoing Paid Media Mgmt,"Post New Facebook Ads",Complete,Evan Levy,2013-07-16,
MB,Ongoing Paid Media Mgmt,"Post New Facebook Ads",Complete,Evan Levy,2013-07-23,
MB,Ongoing Paid Media Mgmt,"Promote Dirty 30 FB posts",Complete,Evan Levy,2013-05-29,
MB,eCard Design,"Check Status of eCard",Complete,Scott Magoon,2013-07-24,
MB,eCard Design,"Provide eCard PSD files",Complete,Nuno,2013-07-02,
MB,eCard Design,"Get approval on eCard designs",Complete,Scott Magoon,2013-03-26,
MB,eCard Design,"Follow Up On Implementation of eCards",Complete,Scott Magoon,2013-05-22,
WaFed,Ongoing Planning and Reporting,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-21,
WaFed,Ongoing Planning and Reporting,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-28,
WaFed,Ongoing Planning and Reporting,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-05,
WaFed,Ongoing Planning and Reporting,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-12,
WaFed,Ongoing Planning and Reporting,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-19,
WaFed,Ongoing Planning and Reporting,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-07-26,
WaFed,Ongoing Planning and Reporting,"Check data in report, complete written analysis, send to EB",Complete,Nina Martinez,2013-06-21,
WaFed,Ongoing Planning and Reporting,"Monthly Analytics Report: 1st Draft Delivered to Client Services",Complete,Christian,2013-06-05,
WaFed,Ongoing Planning and Reporting,"Monthly Analytics Report: 1st Draft Delivered to Client Services",Complete,Christian,2013-07-05,
WaFed,Ongoing Planning and Reporting,"Monthly Analytics Report: 1st Draft Delivered to Client Services",Complete,Christian,2013-08-05,
WaFed,Ongoing Planning and Reporting,"Monthly Analytics Report: 1st Draft Delivered to Client Services",Complete,Christian,2013-09-05,
WaFed,Ongoing Planning and Reporting,"Deliver Final Version of June Report",Complete,Christian,2013-07-16,
WaFed,Ongoing Planning and Reporting,"Review/Update June Report",Complete,Emma,2013-07-12,
WaFed,Ongoing Planning and Reporting,"Proofread June Report",Complete,Diane Pulvino,2013-07-15,
WaFed,Ongoing Planning and Reporting,"Digital Trends Summary Slides",Complete,Christian,2013-06-28,
WaFed,Ongoing Planning and Reporting,"Review Washington Federal May Report",Complete,Emma,2013-06-06,
WaFed,Ongoing Planning and Reporting,"Deliver Final Version of May Report",Complete,Christian,2013-06-07,
WaFed,Ongoing Planning and Reporting,"Possible Onsite Meeting",Complete,Emma,2013-05-21,
WaFed,Ongoing - Blog & Social,"Stop Making social updates for WaFed",Complete,Hannah Davis,2013-07-09,
WaFed,Ongoing - Blog & Social,"Write and get approved social posts for 10 Things You Can Do to Get the Most for Your House",Complete,Hannah Davis,2013-06-17,
WaFed,Ongoing - Blog & Social,"Write and get approved social for ""How to Have a Great Summer Weekend With Your Family Without Spending a Dime""",Complete,Hannah Davis,2013-06-20,
WaFed,Ongoing - Blog & Social,"Get Approved: ""How to Have a Great Summer Weekend With Your Family Without Spending a Dime""",Complete,Emma,2013-06-20,
WaFed,Ongoing - Blog & Social,"Proofread ""How to Have a Great Summer Weekend With Your Family Without Spending a Dime""",Complete,Diane Pulvino,2013-06-19,
WaFed,Ongoing - Blog & Social,"Post social updates for 10 Things You Can Do to Get the Most for Your House",Complete,Hannah Davis,2013-06-18,
WaFed,Ongoing - Blog & Social,"Posts social updates for How to Have a Great Weekend Without Blowing Your Budget",Complete,Hannah Davis,2013-06-21,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Remodeling 1",Complete,Hannah Davis,2013-06-24,
WaFed,Ongoing - Blog & Social,"Post social updates for Remodeling 1",Complete,Hannah Davis,2013-06-25,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Remodeling 2",Complete,Hannah Davis,2013-06-27,
WaFed,Ongoing - Blog & Social,"Post social updates for Remodeling 2",Complete,Hannah Davis,2013-06-28,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Throw a Great 4th of July Party on a Budget",Complete,Hannah Davis,2013-07-01,
WaFed,Ongoing - Blog & Social,"Post social updates for Throw a Great 4th of July Party on a Budget",Complete,Hannah Davis,2013-07-02,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Remodeling 3",Complete,Hannah Davis,2013-07-04,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Remodeling 4",Complete,Hannah Davis,2013-07-08,
WaFed,Ongoing - Blog & Social,"Post social updates fro Remodeling 4",Complete,Hannah Davis,2013-07-09,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Remodeling 5",Complete,Hannah Davis,2013-07-11,
WaFed,Ongoing - Blog & Social,"Post social updates for Remodeling 5",Complete,Hannah Davis,2013-07-12,
WaFed,Ongoing - Blog & Social,"Post social updates for Remodeling Infographic",Complete,Hannah Davis,2013-07-16,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Remodeling Video",Complete,Hannah Davis,2013-07-18,
WaFed,Ongoing - Blog & Social,"Post social updates for Remodeling Video",Complete,Hannah Davis,2013-07-19,
WaFed,Ongoing - Blog & Social,"Write and get approved social for How to Get Out of Debt By Christmas",Complete,Hannah Davis,2013-07-22,
WaFed,Ongoing - Blog & Social,"Post social updates for How to Get Out of Debt By Christmas",Complete,Hannah Davis,2013-07-23,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Protecting Yourself from Identity Theft",Complete,Hannah Davis,2013-07-25,
WaFed,Ongoing - Blog & Social,"Post social updates for Protecting Yourself from Identity Theft",Complete,Hannah Davis,2013-07-26,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Painless Ways to Save $100 a Month",Complete,Hannah Davis,2013-07-29,
WaFed,Ongoing - Blog & Social,"Post social updates for Painless Ways to Save $100 a Month",Complete,Hannah Davis,2013-07-30,
WaFed,Ongoing - Blog & Social,"Write and get approved social for Remodeling Infographic",Complete,Hannah Davis,2013-07-15,
WaFed,Ongoing - Blog & Social,"Post social updates for Remodeling 3",Complete,Hannah Davis,2013-07-05,
WaFed,Ongoing - Blog & Social,"Write ""How to Find a Home With Potential"" Blog",Complete,Nolan Ether,2013-06-05,
WaFed,Ongoing - Blog & Social,"Proofread ""How to Find a Home With Potential"" Blog Post",Complete,Diane Pulvino,2013-06-05,
WaFed,Ongoing - Blog & Social,"Get ""How to Find a Home With Potential"" Blog Post Approved",Complete,Emma,2013-06-10,
WaFed,Ongoing - Blog & Social,"Schedule ""How to Find a Home With Potential"" for 6/11",Complete,Nolan Ether,2013-06-10,
WaFed,Ongoing - Blog & Social,"Create social posts for ""How to Find a Home w/ Great Potential""",Complete,Hannah Davis,2013-06-10,
WaFed,Ongoing - Blog & Social,"Schedule social posts for ""How to Find a Home w/ Great Potential""",Complete,Hannah Davis,2013-06-10,
WaFed,Ongoing - Blog & Social,"Create proposed Blog Posts and a Blogging /Social Calendar that goes through the end of July",Complete,Nolan Ether,2013-05-29,
WaFed,Ongoing - Blog & Social,"Get Approval for Blog Calendar",Complete,Emma,2013-05-31,
WaFed,Ongoing - Blog & Social,"Schedule Custom Construction Blog 5 Social Posts for 5/24",Complete,Hannah Davis,2013-05-21,
WaFed,Ongoing - Blog & Social,"Schedule Custom Construction Blog 4 Social Posts for 5/21",Complete,Hannah Davis,2013-05-17,
WaFed,Ongoing - Blog & Social,"Social Posts (Write & Get Approved) - Custom Construction Blog 5",Complete,Hannah Davis,2013-05-17,
WaFed,Ongoing - Blog & Social,"Social Posts (Write & Get Approved) - Custom Construction Blog 4",Complete,Hannah Davis,2013-05-14,
WaFed,Ongoing - Blog & Social,"Schedule CC Post 5 for 5/24",Complete,Nolan Ether,2013-05-17,
WaFed,Ongoing - Blog & Social,"Create Way to Tell Blog Story for Todays WaFed Meeting",Complete,Nolan Ether,2013-05-06,
WaFed,Ongoing - Blog & Social,"Weekly Blog Adjustments",Complete,Nolan Ether,2013-05-02,
WaFed,Ongoing - Blog & Social,"Weekly Blog Adjustments",Complete,Nolan Ether,2013-05-03,
WaFed,Ongoing - Blog & Social,"Weekly Blog Overhaul Adjustments",Complete,Nolan Ether,2013-05-10,
WaFed,Ongoing - Blog & Social,"Weekly Blog Overhaul Adjustments",Complete,Nolan Ether,2013-05-17,
WaFed,Ongoing - Blog & Social,"Weekly Blog Overhaul Adjustments",Complete,Nolan Ether,2013-05-24,
WaFed,Ongoing - Blog & Social,"Weekly Blog Overhaul Adjustments",Complete,Nolan Ether,2013-05-31,
WaFed,Ongoing - Blog & Social,"Weekly Blog Overhaul Adjustments",Complete,Nolan Ether,2013-06-07,
WaFed,Ongoing - Blog & Social,"Weekly Blog Overhaul Adjustments",Complete,Nolan Ether,2013-06-14,
WaFed,Ongoing - Blog & Social,"Weekly Blog Overhaul Adjustments",Complete,Nolan Ether,2013-06-21,
WaFed,Ongoing - Blog & Social,"Write ""Best Summer Jobs for Teenagers"" Post",Complete,Nolan Ether,2013-06-11,
WaFed,Ongoing - Blog & Social,"Proofread ""Best Summer Jobs for Teenagers""",Complete,Diane Pulvino,2013-06-11,
WaFed,Ongoing - Blog & Social,"Approve:  ""Best Summer Jobs for Teenagers"" Post",Complete,Emma,2013-06-12,
WaFed,Ongoing - Blog & Social,"Post:  ""Best Summer Jobs"" Post",Complete,Nolan Ether,2013-06-14,
WaFed,Ongoing - Blog & Social,"""Best Summer Jobs"" Social Posts",Complete,Hannah Davis,2013-06-13,
WaFed,Ongoing - Blog & Social,"Write: ""10 Things You Can Do to Get the Most for Your House"" Post",Complete,Nolan Ether,2013-06-14,
WaFed,Ongoing - Blog & Social,"Proofread ""How to Prepare Your House for Showing""",Complete,Diane Pulvino,2013-06-14,
WaFed,Ongoing - Blog & Social,"Approve: ""10 Things You Can Do to Get the Most for Your House"" Post",Complete,Emma,2013-06-17,
WaFed,Ongoing - Blog & Social,"Schedule: ""10 Things You Can Do to Get the Most for Your House"" Post",Complete,Nolan Ether,2013-06-17,
WaFed,Ongoing - Blog & Social,"Write: ""Have a Great Weekend Without Blowing Your Budget"" Blog Post",Complete,Nolan Ether,2013-06-19,
WaFed,Ongoing - Blog & Social,"Approve: ""How to Have a Great Weekend Without Blowing Your Budget"" Blog Post",Complete,Emma,2013-06-17,
WaFed,Ongoing - Blog & Social,"WaFed to Post: ""How to Have a Great Weekend Without Blowing Your Budget"" Blog Post",Complete,Emma,2013-06-21,
WaFed,Ongoing - Blog & Social,"Write: Remodeling eBook Blog Post 1",Complete,Nolan Ether,2013-07-01,
WaFed,Ongoing - Blog & Social,"Approve: Remodeling eBook Blog Post 1",Complete,Emma,2013-06-20,
WaFed,Ongoing - Blog & Social,"WaFed to Post: Remodeling eBook Blog Post 1",Complete,Emma,2013-06-25,
WaFed,Ongoing - Blog & Social,"Write: Remodeling Blog Post 2",Complete,Nolan Ether,2013-07-01,
WaFed,Ongoing - Blog & Social,"Approve: Remodeling Blog Post 2",Complete,Emma,2013-06-24,
WaFed,Ongoing - Blog & Social,"TSM to Post: Remodeling Blog Post 2",Complete,Nolan Ether,2013-07-16,
WaFed,Ongoing - Blog & Social,"Write: Remodeling Blog Post 3",Complete,Nolan Ether,2013-06-28,
WaFed,Ongoing - Blog & Social,"Approve: Remodeling Blog Post 3",Complete,Emma,2013-07-01,
WaFed,Ongoing - Blog & Social,"TSM to Post: Remodeling Blog Post 3",Complete,Nolan Ether,2013-07-19,
WaFed,Ongoing - Blog & Social,"Write: Remodeling Blog Post 4",Complete,Nolan Ether,2013-07-02,
WaFed,Ongoing - Blog & Social,"Approve: Remodeling Blog Post 4",Complete,Emma,2013-07-03,
WaFed,Ongoing - Blog & Social,"TSM to Post: Remodeling Blog Post 4",Complete,Nolan Ether,2013-07-23,
WaFed,Ongoing - Blog & Social,"Write: Remodeling Video Blog Post 5",Complete,Nolan Ether,2013-07-10,
WaFed,Ongoing - Blog & Social,"Write: Remodeling Infographic Blog Post",Complete,Nolan Ether,2013-07-09,
WaFed,Ongoing - Blog & Social,"Approve: Remodeling Infographic Blog Post",Complete,Emma,2013-07-12,
WaFed,Ongoing - Blog & Social,"TSM to Post: Remodeling Infographic Blog Post",Complete,Emma,2013-07-12,
WaFed,Ongoing - Blog & Social,"Write: Remodeling Video Post",Complete,Nolan Ether,2013-07-23,
WaFed,Ongoing - Blog & Social,"Approve: Blog 5 & Remodeling Video Post",Complete,Emma,2013-07-22,
WaFed,Ongoing - Blog & Social,"Invite Amanda to Webex before posting Remodeling blogs so she view posting and learn how to do it properly",Complete,Nolan Ether,2013-07-09,
WaFed,Weekly Paid Report,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-03,
WaFed,Weekly Paid Report,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-10,
WaFed,Weekly Paid Report,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-17,
WaFed,Weekly Paid Report,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-24,
WaFed,Weekly Paid Report,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-05-31,
WaFed,Weekly Paid Report,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-07,
WaFed,Weekly Paid Report,"Create report and alert Evan when finished",Complete,Hannah Davis,2013-06-14,
WaFed,Branded Search Test,"Analyze Branded Search Test Impact",Complete,Jeff Cooper,2013-05-15,
WaFed,Branded Search Test,"Adjust paid media mix to reflect results of branded test results",Complete,Evan Levy,2013-07-02,
WaFed,Branded Search Test,"Analyze Branded Search Test Impact",Complete,Christian,2013-05-31,
WaFed,Branded Search Test,"Configure and Launch Test",Complete,Evan Levy,2013-04-25,
WaFed,Custom Construction Campaign,"WaFed to Approve Storyboard v2",Complete,Emma,2013-07-02,
WaFed,Custom Construction Campaign,"Construction loan video storyboard V2",Complete,Nuno,None Set,
WaFed,Custom Construction Campaign,"WaFed: Review and approve video concepts",Complete,Emma,2013-05-30,
WaFed,Custom Construction Campaign,"Social Posts (Write & Get Approved) For Custom Construction Blog 3",Complete,Hannah Davis,2013-05-10,
WaFed,Custom Construction Campaign,"Construction Loan Video Storyboard",Complete,Nuno,2013-06-18,
WaFed,Custom Construction Campaign,"Approve construction video storyboard",Complete,Emma,2013-06-21,
WaFed,Custom Construction Campaign,"WaFed: Create Video Concepts",Complete,Nuno,2013-05-24,
WaFed,Custom Construction Campaign,"Schedule Custom Construction Blog 3 Social Posts for 5/17",Complete,Hannah Davis,2013-05-14,
WaFed,Custom Construction Campaign,"Schedule CC Post 4 for 5/21",Complete,Nolan Ether,2013-05-14,
WaFed,Custom Construction Campaign,"Social Posts (Write & Get Approved) - Custom Construction Blog 4",Complete,Hannah Davis,2013-05-14,
WaFed,Custom Construction Campaign,"Create Local Distribution and Promotion Plan",Complete,Nolan Ether,2013-05-14,
WaFed,Custom Construction Campaign,"Schedule CC Post 5 for 5/24",Complete,Nolan Ether,2013-05-17,
WaFed,Custom Construction Campaign,"Social Posts (Write & Get Approved) - Custom Construction Blog 5",Complete,Hannah Davis,2013-05-17,
WaFed,Custom Construction Campaign,"Schedule Custom Construction Blog 4 Social Posts for 5/21",Complete,Hannah Davis,2013-05-17,
WaFed,Custom Construction Campaign,"Schedule Custom Construction Blog 5 Social Posts for 5/24",Complete,Hannah Davis,2013-05-21,
WaFed,Custom Construction Campaign,"Schedule ""8 Great Reasons to Build a Custom Home"" Blog Post for 5/10",Complete,Hannah Davis,2013-05-09,
WaFed,Custom Construction Campaign,"Social Posts (Write & Get Approved) for ""8 Great Reasons to Build a Custom Home""",Complete,Hannah Davis,2013-05-07,
WaFed,Custom Construction Campaign,"Schedule CC Post 3 for 5/17",Complete,Nolan Ether,2013-05-10,
WaFed,Custom Construction Campaign,"Complete Construction eBook KPIs Slide",Complete,Christian,2013-05-03,
WaFed,Custom Construction Campaign,"Produce Construction Video",Complete,Nuno,2013-07-03,
WaFed,Custom Construction Campaign,"Complete post launch analysis",Complete,Jeff Cooper,2013-06-28,
WaFed,Remodeling eBook Campaign,"Get Approval for Final 2 Blog Posts",Complete,Emma,2013-07-23,
WaFed,Remodeling eBook Campaign,"Check Conversion Pixel",Complete,Jeff Cooper,2013-07-18,
WaFed,Remodeling eBook Campaign,"Get WebEx w/ Amanda scheduled for Monday",Complete,Nolan Ether,2013-07-12,
WaFed,Remodeling eBook Campaign,"Remodeling Video",Complete,Nuno,2013-07-16,
WaFed,Remodeling eBook Campaign,"Approve remodeling video",Complete,Emma,2013-07-23,
WaFed,Remodeling eBook Campaign,"Update voice on remodeling video to WaFed employee recording",Complete,Nuno,2013-08-07,
WaFed,Remodeling eBook Campaign,"Analyze results of Remodeling eBook campaign",Complete,Christian,2013-07-31,
WaFed,Biz Banking eBook Campaign,"Proof SMB Banking eBook Draft & Send Back to Nolan (see comment)",Complete,Diane Pulvino,2013-07-29,
WaFed,Biz Banking eBook Campaign,"Proof small biz IG wireframe",Complete,Diane Pulvino,None Set,
WaFed,Biz Banking eBook Campaign,"Approval for Fleshed Out SMB Banking eBook Outline",Complete,Diane Pulvino,2013-07-25,
WaFed,Biz Banking eBook Campaign,"Draft Outline of Business Banking eBook Outline",Complete,Nolan Ether,2013-07-03,
WaFed,Biz Banking eBook Campaign,"Get Approval / Review Outline With Client",Complete,Emma,2013-07-08,
WaFed,Biz Banking eBook Campaign,"Write eBook (Due Monday 7/29)",Complete,Nolan Ether,2013-07-26,
WaFed,Biz Banking eBook Campaign,"Write end of eBook, clean up, and send to Diane to proof.",Complete,Nolan Ether,2013-07-29,
WaFed,Biz Banking eBook Campaign,"eBook Fleshed Out Outline Due",Complete,Nolan Ether,2013-07-16,
WaFed,Biz Banking eBook Campaign,"Get Approval / Review eBook Draft With Client",Complete,Emma,2013-07-18,
WaFed,Biz Banking eBook Campaign,"Graphics For eBook",Complete,Nuno,2013-07-26,
WaFed,Biz Banking eBook Campaign,"Write Final Copy of Small Business Banking eBook",Not Complete,Nolan Ether,None Set,
WaFed,Biz Banking eBook Campaign,"Wireframe eBook Landing Page",Complete,Nolan Ether,2013-07-22,
WaFed,Biz Banking eBook Campaign,"Proof Landing Page Copy",Complete,Diane Pulvino,2013-07-22,
WaFed,Biz Banking eBook Campaign,"Get Approval on eBook Landing Page",Complete,Emma,2013-07-24,
WaFed,Biz Banking eBook Campaign,"Produce eBook Landing Page",Complete,Nolan Ether,2013-07-26,
WaFed,Biz Banking eBook Campaign,"Approve Final eBook Landing Page",Complete,Emma,2013-07-29,
WaFed,Biz Banking eBook Campaign,"Wireframe eBook Infographic",Complete,Nuno,2013-07-22,
WaFed,Biz Banking eBook Campaign,"Get Approval on eBook Infographic",Complete,Emma,2013-07-23,
WaFed,Biz Banking eBook Campaign,"Produce eBook Infographic",Complete,Nuno,2013-07-26,
WaFed,Biz Banking eBook Campaign,"Produce eBook Display Ads",Complete,Nolan Ether,2013-07-30,
WaFed,Biz Banking eBook Campaign,"Send Small Business eBook Draft & Images to Client",Complete,Emma,2013-07-30,
WaFed,Biz Banking eBook Campaign,"Get Approval of eBook Display Ads",Complete,Emma,2013-07-31,
WaFed,Biz Banking eBook Campaign,"Storyboard eBook Video",Complete,Nuno,2013-07-29,
WaFed,Biz Banking eBook Campaign,"Get Approval of Video Storyboard",Complete,Emma,2013-07-31,
WaFed,Biz Banking eBook Campaign,"Produce eBook Video",Complete,Nuno,2013-08-07,
WaFed,Biz Banking eBook Campaign,"Write 5 Blog Posts",Complete,Nolan Ether,2013-07-23,
WaFed,Biz Banking eBook Campaign,"Get Approval on 5 Blog Posts",Complete,Emma,2013-07-31,
WaFed,Biz Banking eBook Campaign,"Launch Small Business Banking eBook Campaign",Not Complete,Nolan Ether,None Set,
WaFed,Biz Banking eBook Campaign,"Analyze results of Business Banking  eBook campaign",Not Complete,Christian,2013-09-13,
WaFed,Financial Literacy Campaign,"Write Social Posts/Send for Approval Financial Literacy 2 [INFOGRAPHIC] Blog Post",Complete,Hannah Davis,2013-05-02,
WaFed,Financial Literacy Campaign,"Confirm FL 1 Blog Posted",Complete,Nolan Ether,2013-04-30,
WaFed,Financial Literacy Campaign,"Complete Revisions To Financial Literacy Infographic",Complete,Nuno,2013-05-01,
WaFed,Financial Literacy Campaign,"Write FL2 Blog Post (Infographic)",Complete,Nolan Ether,2013-04-30,
WaFed,Financial Literacy Campaign,"Get Approval Of IG and FL2 Blog Post",Complete,Emma,2013-05-02,
WaFed,Financial Literacy Campaign,"Schedule FL2 Blog Post for 5/7",Complete,Nolan Ether,2013-05-02,
WaFed,Financial Literacy Campaign,"Schedule Financial Literacy 2 [INFOGRAPHIC] Social Posts for 5/7",Complete,Hannah Davis,2013-05-06,
WaFed,iPad Mini Giveaway,"Schedule iPad Mini Giveaway Post for 5/3",Complete,Nolan Ether,2013-04-30,
WaFed,iPad Mini Giveaway,"Write Social Posts for iPad Mini Giveaway & Send for Approval",Complete,Unassigned,2013-04-30,
WaFed,iPad Mini Giveaway,"Schedule Social Posts for iPad Mini Giveaway for 5/3",Complete,Unassigned,2013-05-02,
WaFed,Charity Giveaway Campaign,"Weekly Social Updates to Promote Charities Giveaway  - Through July 31, 2013",Complete,Hannah Davis,2013-07-16,
WaFed,Charity Giveaway Campaign,"Weekly Social Updates to Promote Charities Giveaway  - Through July 31, 2013",Complete,Hannah Davis,2013-07-23,
WaFed,Charity Giveaway Campaign,"Weekly Social Updates to Promote Charities Giveaway  - Through July 31, 2013",Complete,Hannah Davis,2013-07-30,
WaFed,3-1 ARMs Campaign,"Research Online Calculator Options",Not Complete,Nolan Ether,None Set,
WaFed,3-1 ARMs Campaign,"Define Requirements for Calculator",Not Complete,Unassigned,None Set,
WaFed,3-1 ARMs Campaign,"Produce 3-1 Arms Calculator",Not Complete,Unassigned,None Set,
WaFed,3-1 ARMs Campaign,"Get Approval to proceed with calculator",Complete,Emma,None Set,
WaFed,3-1 ARMs Campaign,"Develop a social campaign to promote calculator",Not Complete,Nolan Ether,None Set,
WaFed,High Engagement Content Campaign,"Create ""High Engagement"" Content Wireframe",Not Complete,Nuno,None Set,
WaFed,High Engagement Content Campaign,"Get approval for Wireframe",Not Complete,Nuno,None Set,
WaFed,High Engagement Content Campaign,"Develop ""High Engagement Content""",Not Complete,Nuno,None Set,
WaFed,High Engagement Content Campaign,"Get Final approval for ""High Engagement"" Content",Not Complete,Nuno,None Set,
WaFed,High Engagement Content Campaign,"Launch ""High Engagement"" Content",Not Complete,Nuno,None Set,
WaFed,High Engagement Content Campaign,"Develop ""High Engagement"" Content Plan",Not Complete,Nuno,None Set,
WaFed,High Engagement Content Campaign,"Get ""High Engagement"" Content Plan approved",Complete,Emma,None Set,
WaFed,Promoting Branches (Localized Marketing),"Stats on Washington State Facebook fans who like bank pages",Complete,Evan Levy,2013-07-11,
WaFed,Promoting Branches (Localized Marketing),"Lead an Internal TSM meeting to brainstorm options for promoting branches",Complete,Emma,2013-05-10,
WaFed,Promoting Branches (Localized Marketing),"Assure that eBook landing pages and other web and social assets link to branches",Complete,Nolan Ether,2013-05-10,
WaFed,Promoting Branches (Localized Marketing),"Get approval for  branches promotion plan",Complete,Emma,None Set,
WaFed,Promoting Branches (Localized Marketing),"Build out plan in Asana",Complete,Emma,None Set,
WaFed,Promoting Branches (Localized Marketing),"Launch promoting branches plan",Complete,Emma,None Set,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-06,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-07,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-08,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-09,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-10,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-11,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-12,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-13,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-14,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-15,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-16,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-18,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-19,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-20,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-21,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-22,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-05-23,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-06,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-08,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-09,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-10,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-11,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-12,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-13,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-14,
WaFed,Ongoing Social Updates,"Create and send updates to Amanda at WaFed",Complete,Hannah Davis,2013-06-15,
